id,code,description,city,city_eng,street,area,zip,building,latitude,longitude,count
166,TOR22M,Przy sklepie spożywczym ABC,Toruń,torun,Szosa Chełmińska,kujawsko-pomorskie,87-100,140F,53.02843,18.59129,0
167,TOR23M,Obok myjni Banieczka,Toruń,torun,Łódzka,kujawsko-pomorskie,87-100,31,52.99715,18.62488,0
168,TOR23N,Przy Uniwersytecie Mikołaja Kopernika,Toruń,torun,Bojarskiego,kujawsko-pomorskie,87-100,2,53.02305,18.56767,0
169,TOR24M,Przy PoloMarket,Toruń,torun,KWIATOWA,kujawsko-pomorskie,87-100,1,53.04295,18.58031,0
170,TOR24N,Przy piekarni U Dziadka,Toruń,torun,Grudziądzka,kujawsko-pomorskie,87-100,81,53.0249,18.6111,0
171,TOR25N,Przy Centrum Handlowym Kometa,Toruń,torun,Grudziądzka,kujawsko-pomorskie,87-100,162,53.03548,18.61424,0
172,TOR26M,Przy markecie Torimpex,Toruń,torun,Kaliskiego,kujawsko-pomorskie,87-100,9,53.03373,18.59812,0
173,TOR26N,Przy Kościele,Toruń,torun,Szosa Chełmińska,kujawsko-pomorskie,87-100,233,53.0414,18.58046,0
174,TOR27M,Na parkingu sklepu Torimpex,Toruń,torun,Dziewulskiego,kujawsko-pomorskie,87-100,23,53.0285,18.67411,0
175,TOR27N,Przy Biurze Ogłoszeń Nowości,Toruń,torun,Konstytucji 3 maja,kujawsko-pomorskie,87-100,22A,53.0227,18.6821,0
176,TOR28M,Przy markecie Torimpex,Toruń,torun,Jeśmanowicza,kujawsko-pomorskie,87-100,2,53.02586,18.61232,0
177,TOR28N,Przy piekarni Piekuś Drive,Toruń,torun,Watzenrodego,kujawsko-pomorskie,87-100,2,53.04102,18.60012,0
178,TOR29M,Na parkingu Kaufland,Toruń,torun,gen. Józefa Bema,kujawsko-pomorskie,87-100,44-58,53.01689,18.58941,0
179,TOR29N,Przy sklepie Aldi,Toruń,torun,Legionów,kujawsko-pomorskie,87-100,222A,53.03577,18.59952,0
180,TOR30M,Przy Pepco,Toruń,torun,Łódzka,kujawsko-pomorskie,87-100,118,52.99221,18.63072,0
181,TOR30N,parking Pasażu Cegielnia przy wejściu do cukierni,Toruń,torun,Ceramiczna,kujawsko-pomorskie,87-100,2,53.04764,18.70087,0
182,TOR31M,Przy markecie LIDL,Toruń,torun,Niesiołowskiego,kujawsko-pomorskie,87-100,25,53.03105,18.67687,0
183,TOR31N,Przy sklepie Żabka,Toruń,torun,Grabowa,kujawsko-pomorskie,87-100,12,53.02318,18.65027,0
184,TOR32M,Na parkingu,Toruń,torun,Żółkiewskiego,kujawsko-pomorskie,87-100,5,53.02423,18.63551,0
185,TOR32N,Przy sklepie sieci Żabka,Toruń,torun,Mickiewicza,kujawsko-pomorskie,87-100,116,53.01201,18.5767,0
186,TOR33M,przed wejściem na targowisko miejskie,Toruń,torun,Szosa Chełmińska,kujawsko-pomorskie,87-100,31/35,53.01735,18.60004,0
187,TOR33N,Przy markecie Torimpex,Toruń,torun,Ligi Polskiej,kujawsko-pomorskie,87-100,12,53.02414,18.68719,0
188,TOR34M,na parkingu Toruń Plaza,Toruń,torun,Broniewskiego,kujawsko-pomorskie,87-100,90,53.01529,18.56322,0
189,TOR35M,na parkingu,Toruń,torun,Kosynierów Kościuszkowskich,kujawsko-pomorskie,87-100,13,53.02491,18.69569,0
190,TOR36M,przy myjni bezdotykowej,Toruń,torun,Szosa Chełmińska,kujawsko-pomorskie,87-100,212,53.03778,18.58416,0
191,TOR37M,przy myjni Avez Car Wash,Toruń,torun,Dziewulskiego,kujawsko-pomorskie,87-100,43,53.02758,18.68118,0
192,TOR38M,Przy ulicy Stromej,Toruń,torun,Rybaki,kujawsko-pomorskie,87-100,43,53.00872,18.5858,0
193,TOR39M,na parkingu Lidl,Toruń,torun,Rydygiera,kujawsko-pomorskie,87-100,50,53.02961,18.64451,0
194,TOR40M,na parkingu samochodowym po prawej stronie od wjazdu,Toruń,torun,Plac Świętej Katarzyny,kujawsko-pomorskie,87-100,,53.01361,18.61307,0
195,TOR41M,przy pawilonie Maciej,Toruń,torun,Konstytucji 3 Maja,kujawsko-pomorskie,87-100,10,53.02327,18.67674,0
196,TOR42M,na parkingu Polomarket,Toruń,torun,Świętopełka,kujawsko-pomorskie,87-100,13,53.02553,18.61693,0
197,TOR43M,na parkingu Polomarket,Toruń,torun,Poznańska,kujawsko-pomorskie,87-100,69,52.99372,18.59397,0
198,TOR44M,na parkingu Polomarket,Toruń,torun,Gagarina,kujawsko-pomorskie,87-100,34B,53.01775,18.56425,0
199,TOR45M,obok sklepu Livio,Toruń,torun,Narcyzowa,kujawsko-pomorskie,87-100,80C,53.04889,18.58427,0
200,TOR46M,na pasażu po lewej stronie od myjni,Toruń,torun,Ceramiczna,kujawsko-pomorskie,87-100,2,53.04698,18.69991,0
201,TOR47M,Przy sklepie spożywczym,Toruń,torun,Powstańców Śląskich,kujawsko-pomorskie,87-100,96,52.99492,18.62372,0
202,TOR48M,Przy targowisku,Toruń,torun,Zygmunta Działowskiego,kujawsko-pomorskie,87-100,87,53.02557,18.66716,0
203,TOR49M,przy bloku nr 2,Toruń,torun,Hubego,kujawsko-pomorskie,87-100,2,53.0471,18.60229,0
204,TOR50M,obok Żabki,Toruń,torun,Wybickiego,kujawsko-pomorskie,87-100,98,53.02564,18.59083,0
205,TOR51M,na parkingu przy Veyna,Toruń,torun,Szubińska,kujawsko-pomorskie,87-100,14,52.97651,18.5634,0
206,TOR525,Stacja paliw BP,Toruń,torun,Szosa Bydgoska,kujawsko-pomorskie,87-100,30,53.0132,18.56153,0
207,TOR52M,przy bloku nr 42,Toruń,torun,Solankowa,kujawsko-pomorskie,87-100,42,52.98335,18.68374,0
208,TOR53M,na parkingu sklepu,Toruń,torun,Św. Wojciecha,kujawsko-pomorskie,87-100,12,52.99691,18.62181,0
209,TOR54M,przy furtce od strony ulicy Letniej,Toruń,torun,Okólna,kujawsko-pomorskie,87-100,1,52.99067,18.59662,0
210,TOR55M,przy markecie Aldi,Toruń,torun,Wapienna,kujawsko-pomorskie,87-100,1,53.05092,18.70536,0
211,TOR56M,pod arkadami budynku od ulicy Osmańskiego,Toruń,torun,Bema,kujawsko-pomorskie,87-100,23/29,53.01938,18.59208,0
212,TOR57M,pod ścianą hali od ulicy,Toruń,torun,Przy Skarpie,kujawsko-pomorskie,87-100,4,53.0189,18.67265,0
213,TOR58M,w linii ogrodzenia od Gagarina,Toruń,torun,Gagarina,kujawsko-pomorskie,87-100,19,53.01786,18.57564,0
214,TOR59M,przy parkingu od ulicy,Toruń,torun,Chrobrego,kujawsko-pomorskie,87-100,27A,53.01961,18.62234,0
215,TOR60M,trawnik przed uczelnią,Toruń,torun,Młodzieżowa,kujawsko-pomorskie,87-100,31A,53.01982,18.60741,0
216,TOR61M,przy parkingu boiska,Toruń,torun,63 Pułku Piechoty,kujawsko-pomorskie,87-100,47/61,52.99222,18.60618,0
217,TOR62M,Przy budynku głównym. na wjeździe na przystań,Toruń,torun,Popiełuszki,kujawsko-pomorskie,87-100,1,53.00718,18.59479,0
218,TOR64M,przy ogrodzeniu kortów od ulicy Reja,Toruń,torun,Mikołaja Reja,kujawsko-pomorskie,87-100,1,53.01122,18.57113,0
219,TOR65M,Parking przed budynkiem Mosir,Toruń,torun,Szosa Chełmińska,kujawsko-pomorskie,87-100,75,53.0221,18.59311,0
220,TOR66M,Market Dino,Toruń,torun,Okólna,kujawsko-pomorskie,87-100,103,52.99162,18.62596,0
221,TOR67M,przy InZen Floating,Toruń,torun,Pigwowa,kujawsko-pomorskie,87-100,7,53.05072,18.57298,0
222,TOR68M,przy budynku,Toruń,torun,Koniuchy,kujawsko-pomorskie,87-100,7,53.03214,18.60946,0
223,TOR69M,Na parkingu biurowca,Toruń,torun,Grudziądzka,kujawsko-pomorskie,87-100,110,53.02887,18.61226,0
224,TOR70M,Przedszkole,Toruń,torun,Renklodowa,kujawsko-pomorskie,87-100,2,53.05377,18.58725,0
225,TOR71M,Przy parkingu biurowca,Toruń,torun,Polna,kujawsko-pomorskie,87-100,7B,53.03886,18.59779,0
226,TOR72M,Posesja prywatna,Toruń,torun,Borowiacka,kujawsko-pomorskie,87-100,8,53.02587,18.58749,0
227,TOR73M,Stacja Shell,Toruń,torun,Kościuszki,kujawsko-pomorskie,87-100,76,53.02434,18.62666,0
228,WRO01APP,Obok kawiarni,Wrocław,wroclaw,Kominiarska,dolnośląskie,51-180,97,51.17714,17.01551,0
229,WRO01F,Przy Vege Boxie,Wrocław,wroclaw,Bierutowska,dolnośląskie,51-317,57-59,51.15118,17.12698,0
230,WRO01H,W lokalu użytkowym,Wrocław,wroclaw,Grabiszyńska,dolnośląskie,53-437,141,51.09972,17.00039,0
231,WRO01HO,W środku Hali Targowej. obok sklepu rybnego "Tradycja i Jakość",Wrocław,wroclaw,Piaskowa,dolnośląskie,50-158,17,51.1123,17.04064,0
232,WRO01HP,W sklepie Duży Ben,Wrocław,wroclaw,Sienkiewicza,dolnośląskie,50-346,131,51.11498,17.06679,0
233,WRO01L,Stacja paliw BP,Wrocław,wroclaw,Krakowska,dolnośląskie,50-425,6/7,51.09574,17.0562,0
234,WRO01M,Po lewej stronie od wejścia do budynku stacji paliw Pieprzyk,Wrocław,wroclaw,Armii Krajowej,dolnośląskie,50-541,49,51.0828,17.0596,0
235,WRO01W,Po prawej stronie od wejścia do hali kupców Perła,Wrocław,wroclaw,Widna,dolnośląskie,50-543,6,51.08336,17.04491,0
236,WRO02A,Stacja paliw Shell,Wrocław,wroclaw,Ślężna,dolnośląskie,53-111,144,51.07949,17.02101,0
237,WRO02B,Stacja paliw AMIC ENERGY,Wrocław,wroclaw,Toruńska,dolnośląskie,51-414,73,51.13063,17.07807,0
238,WRO02H,lokal wejscie od ulicy Wszystkich Świetych,Wrocław,wroclaw,Wszystkich Świętych,dolnośląskie,50-136,13,51.11204,17.0242,0
239,WRO02HO,Przy głównym wejściu. obok apteki,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-332,96,51.09392,17.01903,0
240,WRO02HP,W sklepie Duży Ben,Wrocław,wroclaw,Więckowskiego,dolnośląskie,50-431,16,51.09842,17.05308,0
241,WRO02L,Przy stacji paliw Shell,Wrocław,wroclaw,Brucknera,dolnośląskie,51-411,53-55,51.13825,17.08227,0
242,WRO02M,Po prawej stronie za wjazdem na parking,Wrocław,wroclaw,Żółta,dolnośląskie,54-043,1,51.14518,16.88285,0
243,WRO02N,Przy sklepie Społem Południe,Wrocław,wroclaw,Pilczycka,dolnośląskie,54-150,140,51.1406,16.95811,0
244,WRO02W,Myjnia bezdotykowa 24h,Wrocław,wroclaw,Miłoszycka,dolnośląskie,51-502,97,51.12221,17.12093,0
245,WRO03A,Stacja paliw Shell,Wrocław,wroclaw,Obornicka,dolnośląskie,51-114,64,51.1387,17.02821,0
246,WRO03APP,Na rogu ulic Okulickiego/Odrodzenia Polski,Wrocław,wroclaw,Okulickiego 29,dolnośląskie,51-216,Wrocław,51.16386,17.12619,0
247,WRO03B,Stacji paliw BP,Wrocław,wroclaw,al. Karkonoska,dolnośląskie,53-015,63,51.06093,16.99374,0
248,WRO03H,Lokal użytkowy,Wrocław,wroclaw,Słubicka,dolnośląskie,53-615,20,51.11846,17.00063,0
249,WRO03HO,Poziom -1 przy wyjściu z parkingu .koło sklepu Action,Wrocław,wroclaw,Powstańców Śląskich,dolnośląskie,53-333,2-4,51.0995,17.02893,0
250,WRO03HP,W sklepie Duży Ben,Wrocław,wroclaw,Ameriga Vespucciego,dolnośląskie,51-505,26A,51.10704,17.12325,0
251,WRO03L,Stacja paliw Shell,Wrocław,wroclaw,Żmigrodzka,dolnośląskie,51-130,105/117,51.14412,17.03228,0
252,WRO03W,Przy Centrum Handlowym Galaktyka od ulicy Wiktora Brossa,Wrocław,wroclaw,Ślężna,dolnośląskie,53-111,130-134,51.08029,17.02303,0
253,WRO04A,Przy MSM Energetyk,Wrocław,wroclaw,Gajowicka,dolnośląskie,53-150,177,51.08542,17.00402,0
254,WRO04APP,Przy parkingu samochodowym,Wrocław,wroclaw,Celtycka,dolnośląskie,54-153,5,51.13796,16.97967,0
255,WRO04H,W lokalu użytkowym,Wrocław,wroclaw,Nowowiejska,dolnośląskie,50-314,26,51.12396,17.04799,0
256,WRO04HO,Pasaż z parkingu +1. CH Magnolia,Wrocław,wroclaw,Legnicka,dolnośląskie,54-204,58,51.11853,16.98921,0
257,WRO04HP,W sklepie Duży Ben,Wrocław,wroclaw,Pereca,dolnośląskie,53-444,12,51.09979,17.008,0
258,WRO04L,Stacja paliw Shell,Wrocław,wroclaw,Gubińska,dolnośląskie,54-434,6,51.11336,16.95821,0
259,WRO04M,Na terenie biurowca Kaufland od ulicy Ziębickiej PN-SB 6:00-19:30,Wrocław,wroclaw,al. Armii Krajowej,dolnośląskie,50-541,47,51.08195,17.05384,0
260,WRO04N,Stacja paliw Lotos,Wrocław,wroclaw,Trzebnicka,dolnośląskie,50-231,39,51.13039,17.03755,0
261,WRO04W,Po prawej stronie od wejścia do supermarketu,Wrocław,wroclaw,Hermanowska,dolnośląskie,54-314,59,51.1244,16.95,0
262,WRO05A,Przy SM Energetyk,Wrocław,wroclaw,Sokola,dolnośląskie,53-150,49,51.08252,17.0076,0
263,WRO05B,Przy sklepie Społem Północ,Wrocław,wroclaw,Osobowicka,dolnośląskie,51-004,133,51.14388,16.98787,0
264,WRO05H,W lokalu,Wrocław,wroclaw,Śrutowa,dolnośląskie,50-257,6,51.11763,17.03405,0
265,WRO05HO,CH RENOMA poziom handlowy -1 koło Kantoru,Wrocław,wroclaw,Świdnicka,dolnośląskie,50-024,40,51.1037,17.03153,0
266,WRO05HP,W sklepie Duży Ben,Wrocław,wroclaw,Architektów,dolnośląskie,54-115,14D,51.13632,16.92841,0
267,WRO05M,Na terenie myjni,Wrocław,wroclaw,Małopanewska,dolnośląskie,54-217,13,51.12194,16.98589,0
268,WRO05N,Przy markecie Kaufland,Wrocław,wroclaw,Ślężna,dolnośląskie,53-302,44/46,51.09284,17.03076,0
269,WRO05W,Przy cukierni JS Jaworscy,Wrocław,wroclaw,Świstackiego,dolnośląskie,50-430,5,51.0984,17.05048,0
270,WRO06A,Przy pasażu handlowym Czerwona Torebka,Wrocław,wroclaw,Kiełczowska,dolnośląskie,51-315,60,51.14621,17.13341,0
271,WRO06APP,Przy wyjeździe z dziedzińca,Wrocław,wroclaw,Plac Grunwaldzki,dolnośląskie,50-365,23,51.11096,17.06192,0
272,WRO06B,Przy sklepie Społem,Wrocław,wroclaw,Kraszewskiego,dolnośląskie,50-229,21,51.12898,17.03302,0
273,WRO06H,W lokalu,Wrocław,wroclaw,Buforowa,dolnośląskie,52-131,49,51.06052,17.05547,0
274,WRO06HO,Na poziomie -1 przy wejściu do toalet,Wrocław,wroclaw,Plac Dominikański,dolnośląskie,50-159,3,51.108,17.04041,0
275,WRO06HP,W sklepie Duży Ben,Wrocław,wroclaw,Benedykta Polaka,dolnośląskie,50-379,14,51.11196,17.05504,0
276,WRO06L,Przy SM Południe,Wrocław,wroclaw,Borowska,dolnośląskie,50-566,114,51.08526,17.03609,0
277,WRO06M,Po prawej stronie od wejścia do apteki Millenium,Wrocław,wroclaw,Fromborska,dolnośląskie,54-111,47,51.1497,16.943,0
278,WRO06N,Przy Centrum Handlowym Arena,Wrocław,wroclaw,Komandorska,dolnośląskie,53-343,66,51.09488,17.02832,0
279,WRO06W,Przy sklepie spożywczym,Wrocław,wroclaw,Pełczyńska,dolnośląskie,51-180,63,51.16945,16.99722,0
280,WRO07A,Przy stacji Shell,Wrocław,wroclaw,Krakowska,dolnośląskie,50-426,70/80,51.09191,17.063,0
281,WRO07H,W lokalu użytkowym,Wrocław,wroclaw,Pigwowa,dolnośląskie,53-006,2,51.05885,17.01494,0
282,WRO07HO,Przy kasach sklepu Społem,Wrocław,wroclaw,Szklarska,dolnośląskie,54-138,28,51.13323,16.95774,0
283,WRO07HP,W sklepie Duży Ben,Wrocław,wroclaw,Dziadoszańska,dolnośląskie,54-153,50,51.13748,16.9797,0
284,WRO07L,Budynek handlowy przy s.m. Południe,Wrocław,wroclaw,Widna,dolnośląskie,50-543,17,51.08505,17.0447,0
285,WRO07M,Po prawej stronie od wejścia do Pasażu,Wrocław,wroclaw,Mińska,dolnośląskie,54-610,58A,51.1043,16.94649,0
286,WRO07W,Na terenie Osiedla. przy klatce numer 9,Wrocław,wroclaw,Pionierów,dolnośląskie,52-112,9,51.06723,17.08081,0
287,WRO08A,Stacja paliw BP,Wrocław,wroclaw,Grabiszyńska,dolnośląskie,53-501,266,51.0939,16.979,0
288,WRO08APP,Z prawej strony posesji,Wrocław,wroclaw,Ukraińska,dolnośląskie,54-401,8,51.111821933,16.962951435,0
289,WRO08HP,W sklepie Duży Ben,Wrocław,wroclaw,Wojaczka,dolnośląskie,51-169,1/1B,51.14625,17.072378,0
290,WRO08L,Przy siedziebie wspólnoty,Wrocław,wroclaw,Krynicka,dolnośląskie,50-555,4,51.08221,17.04642,0
291,WRO08N,Przy sklepie Stokrotka. przodem do parkingu.,Wrocław,wroclaw,Sielska,dolnośląskie,54-144,3,51.14021,16.96273,0
292,WRO08W,Market Dino,Wrocław,wroclaw,Księgarska,dolnośląskie,51-180,2,51.17461,17.02228,0
293,WRO09A,Przy galerii wnętrz DOMAR,Wrocław,wroclaw,Braniborska,dolnośląskie,53-680,14,51.11017,17.01523,0
294,WRO09B,Przy osiedlowym sklepie Żabka,Wrocław,wroclaw,Okulickiego,dolnośląskie,51-212,19,51.16267,17.12523,0
295,WRO09H,W lokalu,Wrocław,wroclaw,Orzechowa,dolnośląskie,50-540,108,51.07863,17.0451,0
296,WRO09M,Na parkingu przy biurowcu,Wrocław,wroclaw,Strachocińska,dolnośląskie,51-511,53,51.10914,17.13844,0
297,WRO09N,Przy Aptece Lege Artis,Wrocław,wroclaw,Grota-Roweckiego,dolnośląskie,52-232,76,51.06235,17.03271,0
298,WRO09W,Przy wyjściu na podwórze,Wrocław,wroclaw,Bieńkowskiego,dolnośląskie,54-115,22,51.13485,16.92427,0
299,WRO100M,Na osiedlu,Wrocław,wroclaw,Wielka,dolnośląskie,53-338,59,51.09161,17.02448,0
300,WRO101M,Od ulicy Rękodzielniczej,Wrocław,wroclaw,Górnicza,dolnośląskie,54-150,48,51.1364,16.95729,0
301,WRO103M,Przy parkingu obok Żabki.,Wrocław,wroclaw,Czekoladowa,dolnośląskie,52-326,58A,51.0594,16.974,0
302,WRO104M,Przy posesji prywatnej. na wprost bramki wejściowej.,Wrocław,wroclaw,Morelowskiego,dolnośląskie,52-429,18,51.0728,16.9708,0
303,WRO105M,Na wjeździe do biurowca,Wrocław,wroclaw,Skargi,dolnośląskie,50-082,3,51.10623,17.03805,0
304,WRO106M,Przy biurowcu,Wrocław,wroclaw,Borowska,dolnośląskie,50-558,272,51.07135,17.03374,0
305,WRO107M,W ogrodzeniu parkingu od strony osiedla,Wrocław,wroclaw,Poleska,dolnośląskie,51-354,48,51.14336,17.12853,0
306,WRO108M,Przy Lidlu,Wrocław,wroclaw,Strachocińska,dolnośląskie,51-518,180,51.10272,17.15796,0
307,WRO109M,Po lewej stronie budynku. przy chodniku,Wrocław,wroclaw,Fabryczna,dolnośląskie,53-609,29-31,51.1128,16.98121,0
308,WRO10B,Przy Centrum Handlowyn Borek,Wrocław,wroclaw,al. Hallera,dolnośląskie,53-324,52,51.08927,16.9997,0
309,WRO10H,W lokalu użytkowym,Wrocław,wroclaw,Klecińska,dolnośląskie,54-412,138,51.10624,16.96961,0
310,WRO10L,Stacja paliw Shell,Wrocław,wroclaw,Kamienna,dolnośląskie,50-545,145,51.08545,17.04597,0
311,WRO10M,Na terenie stacji paliw Lotos,Wrocław,wroclaw,Awicenny,dolnośląskie,52-405,47,51.08132,16.95607,0
312,WRO10N,Przy sklepie spożywczym ABC,Wrocław,wroclaw,Mrągowska,dolnośląskie,54-107,4,51.15113,16.94066,0
313,WRO10W,Przy siedzibie wspólnoty mieszkaniowej,Wrocław,wroclaw,Zemska,dolnośląskie,54-438,35,51.11635,16.94855,0
314,WRO110M,Po prawej stronie od wejścia do sklepu,Wrocław,wroclaw,Górnośląska,dolnośląskie,52-019,2B,51.07435,17.08581,0
315,WRO111M,Po prawej stronie od wjazdu,Wrocław,wroclaw,Wietrzna,dolnośląskie,53-024,10,51.07233,16.9976,0
316,WRO112M,na parkingu Novotel Wrocław City,Wrocław,wroclaw,Wyścigowa,dolnośląskie,53-011,35,51.0692,17.00747,0
317,WRO113M,Przy posesji,Wrocław,wroclaw,Karkonoska,dolnośląskie,53-015,31,51.0696,17.0047,0
318,WRO114M,Po lewej stronie od wejścia do sklepu,Wrocław,wroclaw,Wielkopolska,dolnośląskie,54-027,19-21,51.1411,16.8859,0
319,WRO115M,Po prawej stronie od wjazdu na teren LIDLa,Wrocław,wroclaw,Buforowa,dolnośląskie,52-131,5/9,51.0688,17.056,0
320,WRO116M,Po lewej stronie od posesji,Wrocław,wroclaw,Kamiennogórska,dolnośląskie,54-034,5,51.1415,16.9,0
321,WRO117M,Przy skrzyżowaniu ulic Rumiankowej i M. Przybyły.,Wrocław,wroclaw,Rumiankowa,dolnośląskie,54-512,74,51.1211,16.9164,0
322,WRO118M,Na terenie wspólnoty mieszkaniowej GAJ,Wrocław,wroclaw,Strońska,dolnośląskie,50-538,22,51.07288,17.04112,0
323,WRO11A,Stacja paliw Circle K,Wrocław,wroclaw,Braniborska,dolnośląskie,53-680,84,51.11164,17.00621,0
324,WRO11B,Parking SM Księże Małe,Wrocław,wroclaw,Tarnogórska,dolnośląskie,52-021,1,51.0749962031,17.086201171,0
325,WRO11L,Stacja paliw Shell,Wrocław,wroclaw,Mińska,dolnośląskie,54-610,41,51.10596,16.95048,0
